FOODID	FOODNAME
1204	TÄYTEKAKKU, MARJA-KERMAKAKKU
1206	TÄYTEKAKKU, KINUSKI-KERMAKAKKU
1207	TÄYTEKAKKU, KREEMITÄYTEKAKKU
1208	TÄYTEKAKKU, HEDELMÄ-KERMAKAKKU, LIIVATEKUORRUTUS
1218	PORKKANAPIIRAKKA, VOITAIKINA
1220	SIENIPIIRAKKA, VOITAIKINA
1221	KASVISPIIRAKKA, KASVIKSIA, JUUSTOA, MUROPOHJA
1223	OHUKAINEN, KEVYTMAITO
1228	BLINI, KEVYTMAITO, OHRAJAUHO
1231	PANNUKAKKU, KEVYTMAITO
1239	MAITOKASTIKE, VALKOKASTIKE, KEVYTMAITO, RASVA-JAUHOSUURUS
1242	MAITOKASTIKE, VALKOKASTIKE, KEVYTMAITO, JAUHOSUURUS
1243	VAALEA KASTIKE, LIHALIEMI, JAUHOSUURUS
1244	RUSKEA KASTIKE, RASVA-JAUHOSUURUS
1245	PAISTINKASTIKE, KERMA
1246	HOLLANDAISEKASTIKE, RASVA, KELTUAINEN, VEHNÄJAUHO
1247	MUNAKASTIKE, KEVYTMAITO, RASVA-JAUHOSUURUS
1253	VANUKAS, LUUMUVANUKAS
1258	KÖYHÄT RITARIT, KEVYTMAITO, EI KERMAA, EI HILLOA
1262	PAPPILAN HÄTÄVARA, KERMAA, HILLOA, PIKKULEIPÄÄ
1265	GRAHAMVELLI, MAITO, SUOLAA
1266	GRAHAMPUURO, VESI, SUOLAA
1268	GRAHAM-MARJAPUURO, VESI, PUOLUKKA, SOKERI, SUOLA
1269	SEKALEIPÄ, GRAHAMLEIPÄ, KEVYTMAITO, GRAHAMJAUHO
1270	SEKALEIPÄ, GRAHAMSÄMPYLÄ, KEVYTMAITO, GRAHAM-, VEHNÄJAUHO
1276	MANNAVELLI, MAITO, SUOLAA
1277	MANNAPUURO, MAITO, SUOLAA
1278	MANNAPUURO, VISPIPUURO, PUOLUKKA
1279	MANNAPUURO, VISPIPUURO, PUOLUKKA, SOKERITON, SUOLAA
1280	MANNAPUURO, VISPIPUURO, APRIKOOSI, SOKERI, SUOLATON
1281	MANNAPUURO, MAITO, KAAKAOJAUHE, SOKERI, SUOLATON
1283	MANNAVELLI, MAITO, TUMMA MANNASUURIMO, SUOLAA
1284	MANNAPUURO, VESI, TUMMA MANNASUURIMO, SUOLAA
1285	MANNAPUURO, MAITO, TUMMA MANNASUURIMO, SUOLAA
1286	VEHNÄVELLI, MAITO, VEHNÄHIUTALE, SUOLAA
1287	VEHNÄVELLI, VESI, VEHNÄHIUTALE, SUOLAA
1288	VEHNÄPUURO, MAITO, VEHNÄHIUTALE, SUOLAA
1289	MAKARONIVELLI, MAITO, SUOLAA
1290	MAKARONIPUURO, MAITO, SUOLAA
1291	MAKARONILAATIKKO, LIHATON, KEVYTMAITO
1294	MAKARONI, PAISTETTU
1295	VAALEA LEIPÄ, HIIVALEIPÄ, VESI, HIIVALEIPÄJAUHO
1297	SEKALEIPÄ, PIIMÄLIMPPU, PIIMÄ, VEHNÄ-, HIIVALEIPÄJAUHO
1298	SEKALEIPÄ, PORKKANASÄMPYLÄ, KEVYTMAITO, HIIVALEIPÄ-, SÄMPYLÄJAUHO
1301	SEKALEIPÄ, SÄMPYLÄ, KEVYTMAITO, SÄMPYLÄJAUHO
1305	MARJAPIIRAKKA, MURO/PULLAPOHJA, KESKIARVO
1307	PULLA, KORVAPUUSTI, RUNSASRASVAINEN, KEVYTMAITO
1309	VAALEA LEIPÄ, PATONKI/RANSKANLEIPÄ, VESI, VEHNÄJAUHO, TEOLLINEN
1320	SEKALEIPÄ, TATTARILEIPÄ, VESI, TATTARIJAUHO, LUONTAISESTI GLUTEENITON
1326	KÄÄRETORTTU, GLUTEENITON
1330	RUISLEIPÄ, RUISHIIVALEIPÄ, VESI, RUIS-, HIIVALEIPÄJAUHO
1331	RUISLEIPÄ, RUIS-, HIIVALEIPÄJAUHO, TEOLLINEN
1336	SEKALEIPÄ, GRAHAMLEIPÄ, VESI, HIIVALEIPÄ-, GRAHAMJAUHO
1337	SEKALEIPÄ, GRAHAMLEIPÄ, KEVYTMAITO, HIIVALEIPÄ-, GRAHAMJAUHO
1338	RUISLEIPÄ, RUISROUHELEIPÄ PERUNAINEN, RUISPALAT
1340	SEKALEIPÄ, SIEMENLEIPÄ, VESI, VEHNÄJAUHO, VEHNÄROUHE, SEESAM/PELLAVANSIEMEN
1341	SEKALEIPÄ, ROUHELEIPÄ, VESI, VEHNÄJAUHO, RUIS-, VEHNÄROUHE, KAURAHIUTALE
1342	RUISLEIPÄ, TUMMA TÄYSJYVÄLEIPÄ VÄHÄSUOLAINEN
1343	MARJA-RAPARPERIPIIRAKKA, PEHMEÄ
1344	MARJAPIIRAKKA, FRUKTOOSILLA MAKEUTETTU, PEHMEÄ
1347	JOULUTORTTU, LUUMUTÄYTE
1348	MYSLI, HEDELMÄINEN
1370	RIISI, KEITETTY, SUOLATON
1372	MAKARONI, KEITETTY, SUOLAA
1373	PASTA, SPAGETTI, KEITETTY, SUOLAA
1374	MAKARONI, TUMMA, KEITETTY, SUOLAA
1375	RUIS-RIISISEOS, KEITETTY, SUOLAA
1376	RIISI, PITKÄJYVÄINEN, KEITETTY, SUOLAA
1377	TÄYSJYVÄRIISI, KEITETTY, SUOLATON
1378	RIISI, LUONNONRIISI RIISI-VILLIRIISISEOS, KEITETTY, SUOLAA
1379	RIISI, KEITETTY, SUOLAA
1389	RUIS-VEHNÄ-PERUNATAIKINA
1416	RUISLEIPÄ, MALLASLEIPÄ, SAARISTOLAISLEIPÄ, RUKIINEN
1445	TÄYTETTY LEIPÄ, PATONKI, TOMAATTI, PAPRIKA, JUUSTO, SALAATTI, SIPULI
1448	TOMAATTISALSA
1450	PUNAVIINIKASTIKE
1461	JUUSTOSARVI, HIIVATAIKINA
1500	OHRAVELLI, MAITO, OHRAJAUHO, SUOLAA
1501	OHRAPUURO, VESI, OHRAJAUHO, SUOLAA
1502	SEKALEIPÄ, OHRALEIPÄ, KEVYTMAITO, HIIVALEIPÄ-, OHRAJAUHO, KAURAHIUTALE
1503	SEKALEIPÄ, RIESKA, PERUNA-OHRA, VESI, OHRAJAUHO, KOTITEKOINEN
1504	OHRAVELLI, MAITO, OHRASUURIMO, SUOLAA
1505	OHRAPUURO, MAITO, OHRASUURIMO, SUOLAA
1506	OHRAPUURO, VESI, OHRASUURIMO, PUOLUKKA, SOKERI, SUOLAA
1507	SEKALEIPÄ, RIESKA, OHRASUURIMO, PIIMÄ
1509	OHRAPUURO, VESI, OHRAHIUTALE, SUOLAA
1510	OHRAPUURO, MAITO, OHRAHIUTALE, SUOLAA
1511	KAURAVELLI, VESI, SUOLAA
1512	KAURAVELLI, MAITO, SUOLAA
1513	KAURAPUURO, VESI, SUOLAA
1514	KAURAPUURO, KEVYTMAITO, SUOLAA
1516	LUUMUKEITTO, KAURAHIUTALEITA
1518	LUUMU-KAURAPUURO, VESI, SOKERI, SUOLA
1520	SEKALEIPÄ, KAURALEIPÄ, KEVYTMAITO, VEHNÄJAUHO, KAURAHIUTALE
1521	SEKALEIPÄ, KAURASÄMPYLÄ, KEVYTMAITO, HIIVALEIPÄJAUHO, KAURAHIUTALE
1524	KEKSI, KAURALASTU, SISÄLTÄÄ VEHNÄÄ
1526	TALKKUNAPUURO, VESI, SUOLAA
1527	TALKKUNAPIIMÄ, PIIMÄ, TALKKUNAJAUHO
1530	RAPARPERI-RIISIPUURO, VESI, SOKERI
1531	OMENA-RIISIPUURO, VESI, SOKERI
1532	APRIKOOSI-RIISIPUURO, VESI, SOKERI
1537	RIISI-KERMAJÄLKIRUOKAPOHJA
1538	LUUMU-RIISIJÄLKIRUOKA
1541	HIRSSIPUURO, VESI, SUOLAA
1542	HIRSSIPUURO, MAITO, SUOLAA
1543	TATTARIVELLI, MAITO, SUOLAA
1544	TATTARIPUURO, VESI, SUOLAA
1545	TATTARIPUURO, MAITO, SUOLAA
1546	PERUNAVELLI, MAITO, PERUNASUURIMO, SUOLAA
1547	PERUNAPUURO, MAITO, PERUNASUURIMO, SUOLAA
1548	MAISSIVELLI, MAITO, SUOLAA
1549	VANUKAS, MAISSIVANUKAS, KEVYTMAITO
1552	POPCORN, RUOKAÖLJY
1554	JUUSTONAKSU
1556	SEKALEIPÄ, SÄMPYLÄ, VESI, SÄMPYLÄJAUHO
1559	RIISIPUURO, MAITO, TÄYSJYVÄRIISI, SUOLAA
1560	RIISI, PITKÄJYVÄINEN, LIHALIEMESSÄ, KEITETTY
1561	KAURAPUURO, VESI, SUOLATON
1562	VEHNÄPUURO, VESI, VEHNÄHIUTALE, SUOLATON
1563	RUISPUURO, VESI, RUISHIUTALE, SUOLATON
1564	NELJÄNVILJANPUURO, VESI, SUOLATON
1565	RIISIPUURO, MAITO, RIISIHIUTALE, SUOLATON
1566	RIISIPUURO, VESI, RIISIHIUTALE, SUOLATON
1567	MANNAPUURO, MAITO, SUOLATON
1568	RIISIPUURO, MAITO, RIISI, SUOLAA
1569	RIISIVELLI, MAITO, RIISI, SUOLAA
1571	RIISIVELLI, MAITO, RIISIHIUTALE, SUOLAA
1572	RIISIVELLI, VESI, RIISIHIUTALE, SUOLAA
1575	HIRSSI, KEITETTY, SUOLAA
1576	TATTARI, KEITETTY, SUOLAA
1577	ROUHE, VEHNÄROUHE, KEITETTY, SUOLAA
1578	HIRSSI, KEITETTY, SUOLATON
1579	TATTARI, KEITETTY, SUOLATON
1580	ROUHE, VEHNÄROUHE, KEITETTY, SUOLATON
1582	SEKALEIPÄ, RIESKA, OHRA-PERUNA, VEHNÄJAUHO, MAITO
1860	PASTA, TÄYTEPASTA, RAVIOLI, PINAATTITÄYTE, KEITETTY
2002	PERUNA, PAISTETTU
2005	MAITOPERUNA, KEVYTMAITO
2009	PURJO-PERUNASOSEKEITTO, VESI
2010	SALAATTI, PERUNASALAATTI, PERUNA, SIPULI, EI MAJONEESIA
2011	PERUNALAATIKKO, PERUNASOSELAATIKKO, MUNAMAITO, LIHATON
2012	PERUNA-SIPULILAATIKKO, KEVYTMAITO
2021	KERMAPERUNA
2022	VALKOSIPULIPERUNA
2023	PERUNASOSE, VESI, PERUNASOSEJAUHEESTA
2024	LOHKOPERUNA
2025	RANSKANPERUNA, UUNISSA KYPSENNETTY
2028	PERUNA-PINAATTISOSE
2029	PERUNASOSE, KEVYTMAITO
2030	RÖSTIPERUNA
2031	JUUSTORÖSTIPERUNA
2033	PERUNA, KUORITTU, KEITETTY, SUOLAA
3000	PORKKANA, PAISTETTU
3001	PORKKANASURVOS
3002	PORKKANAMUHENNOS
3003	PORKKANASOSEKEITTO, VESI
3004	PORKKANASOSEKEITTO, MAITO
3005	PORKKANALAATIKKO, KEVYTMAITO
3006	PORKKANAOHUKAINEN, KEVYTMAITO
3009	LANTTU, HAUDUTETTU
3010	LANTTUSURVOS
3014	LANTTUPIIRAKKA, LANTTUSURVOS, RUISKUORI
3015	HAPANLOHKO, NAURIS, PERUNA, KERMA, RUISJAUHOT
3016	PUNAJUURIPIHVI, KASVISPIHVI, PAISTETTU
3017	ROSOLLI, EI KASTIKETTA, EI SILLIÄ
3021	PUNAJUURIKEITTO, KASVISKEITTO
3022	PALSTERNAKKAMUHENNOS
3023	MAA-ARTISOKKAKEITTO, KERMA
3024	SELLERIMUHENNOS
3025	MUSTAJUURIMUHENNOS
3026	PERUNA-KASVISPATA, PORKKANA, LANTTU, KUKKAKAALI
3027	OHUKAINEN, KASVISTÄYTE, KEVYTMAITO
3030	PARSA, VOISULAA
3034	MUNAKOISO, PAISTETTU
3040	MAISSINJYVÄ, KEITETTY, SUOLATON
3200	KAALI, VALKOKAALI, PAISTETTU
3201	KAALIKEITTO, RUSKISTETTU KAALI, EI LIHAA
3202	KAALI-PERUNAKEITTO, EI LIHAA
3204	HAPANKAALI
3206	PUNAKAALIMUHENNOS, HAUDUTETTU PUNAKAALI
3207	KUKKAKAALISOSEKEITTO, KERMA
3208	KUKKAKAALIMUHENNOS
3209	KUKKAKAALI, KUORRUTETTU, KEVYTMAITO, KUKKAKAALIGRATIINI
3212	PARSAKAALIMUHENNOS
3213	RUUSUKAALIKEITTO, KERMA
3214	KYSSÄKAALIMUHENNOS
3215	PINAATTIKEITTO
3216	PINAATTIMUHENNOS, KEVYTMAITO
3219	PINAATTIOHUKAINEN, KEVYTMAITO
3222	PINAATTI-RIISILAATIKKO, KEVYTMAITO
3224	NOKKOSMUHENNOS, KEVYTMAITO
3230	SIPULI, PAISTETTU
3231	SIPULI, PAISTETTU, HAUDUTETTU, KASVISLIEMI, SIIRAPPI
3232	PURJO, PAISTETTU, HAUDUTETTU, KASVISLIEMI, SIIRAPPI
3233	SIPULIKEITTO, JUUSTOKUORRUTETTU
3234	SIPULIMUHENNOS, KEVYTMAITO
3237	HILLOSIPULISÄILYKE
3238	KIISSELI, RAPARPERIKEITTO
3239	PARSAKEITTO, SÄILYKEPARSA
3240	SIENI, PAISTETTU
3241	SIENIKEITTO, KERMAA
3242	SIENIKASTIKE/MUHENNOS, KEVYTMAITO, KERMA
3245	SIENIKASTIKE, VESI, RASVASUURUS
3246	SIENI-SIPULIHAKKELUS
3247	SALAATTI, SIENISALAATTI, KERMA
3249	PERUNALAATIKKO, SIENI-PERUNALAATIKKO, MUNAMAITO
3250	SIENI-OHRASUURIMOLAATIKKO
3253	PANNUKAKKU, SIENIPANNUKAKKU
3254	SIENI-JUURESPATA, PERUNA, JUUREKSET
3255	SIENIOHUKAINEN, KEVYTMAITO
3259	HERKKUSIENIKEITTO
3260	HERKKUSIENIMUHENNOS, KEVYTMAITO
3264	KURPITSAMUHENNOS
3265	TOMAATTIKEITTO
3266	TOMAATTI, TÄYTETTY, SIENITÄYTE, KORPPUJAUHOA
3267	KESÄKEITTO
3268	KASVISSOSEKEITTO, MAITO
3269	SEKAVIHANNESMUHENNOS, KEVYTMAITO
3272	JUURESSURVOS, KEVYTMAITO, VEHNÄJAUHOA
3275	VIHANNESMUNAVUOKA
3276	PERUNALAATIKKO, KASVISLAATIKKO, KEITTOJUUREKSET, KEVYTMAITO
3279	RISOTTO, KASVISRISOTTO
3280	KASVISPIHVI/PYÖRYKKÄ, PAISTETTU
3282	SALAATTI, PORKKANA-APPELSIINI, RAASTE
3283	SALAATTI, PORKKANA-ANANAS, RAASTE
3284	SALAATTI, PORKKANA-OMENA, RAASTE
3285	SALAATTI, PORKKANA-PUOLUKKA, RAASTE
3286	SALAATTI, PORKKANA-RAEJUUSTO, RAASTE
3287	SALAATTI, PORKKANA-KURPITSA, RAASTE
3288	SALAATTI, PORKKANA-LANTTU, RAASTE
3289	SALAATTI, LANTTU-RUSINA, RAASTE
3290	SALAATTI, LANTTU-ANANAS, RAASTE
3291	SALAATTI, LANTTU-APPELSIINI-RUSINA, RAASTE
3292	SALAATTI, PUNAJUURI-OMENA
3293	SALAATTI, PUNAJUURI-SIENI-SIPULI
3295	SALAATTI, KAALI-PUOLUKKA
3296	SALAATTI, KAALI-PUNAJUURI
3297	SALAATTI, KAALI-KURPITSA
3298	SALAATTI, KAALI-ANANAS
3299	SALAATTI, KAALI-KURKKU-PURJO
3300	SALAATTI, KAALI-PORKKANA-APPELSIINI
3301	SALAATTI, KAALI-OMENA-MAUSTEKURKKU
3302	SALAATTI, KAALI-HERNE-MAISSI-PAPRIKA
3303	SALAATTI, PUNAKAALI-ANANAS
3305	SALAATTI, PUNAKAALI-PUOLUKKA
3306	SALAATTI, PUNAKAALI-OMENA
3307	SALAATTI, LEHTISALAATTI-KURKKU-TOMAATTI, VIHERSEKASALAATTI
3308	SALAATTI, TOMAATTI-SIPULI
3309	SALAATTI, TOMAATTI-PAPU-SIPULI
3310	SALAATTI, KIINANKAALI-ANANAS
3311	SALAATTI, KIINANKAALI-SIPULI
3312	SALAATTI, KIINANKAALI-KURKKU-TOMAATTI
3313	SALAATTI, KIINANKAALI-HERNE-MAISSI-PAPRIKA
3314	SALAATTI, RAEJUUSTO-HERNE-MAISSI-PAPRIKA
3315	SALAATTI, KIINANKAALI-KURKKU-TOMAATTI, RANSKALAINEN KASTIKE
3316	SALAATTI, LEHTISALAATTI-KURKKU-TOMAATTI, RANSKALAINEN KASTIKE
3318	SALAATTI, ITALIANSALAATTI, MAJONEESIKASTIKE
3319	VIHANNESKEITTO, VESI
3320	SALAATTI, MAJONEESISALAATTI, MAJONEESIKASTIKE, KESKIARVO
3321	PUSSIKEITTO, TUOTEKESKIARVO
3322	KASVISKASTIKE, TOMAATTINEN
3323	PESTOKASTIKE, YRTTIKASTIKE
3324	RATATOUILLE, VIHANNESHÖYSTÖ, KASVISPATA, KASVISLISÄKE
3325	PYTTIPANNU, KASVISPYTTIPANNU, SIENET
3326	LASAGNE, KASVISLASAGNE
3327	MOUSSAKA, JAUHELIHA-MUNAKOISOVUOKA, SIKA-NAUTA
3328	KYLMÄ KASTIKE, AVOKADOKASTIKE, GUACAMOLE
3329	ATERIASALAATTI, KREIKKALAINEN, FETAJUUSTOSALAATTI, ÖLJYKASTIKE
3331	SIPULIPIIRAKKA, MUROPOHJA
3332	FETA-PINAATTIPIIRAKKA, MUROPOHJA, KERMAVIILI
3333	ATERIASALAATTI, KREIKKALAINEN, FETAJUUSTOSALAATTI, EI KASTIKETTA
3334	HERKKUSIENI, PAISTETTU
3336	KASVISKASTIKE, TOMAATTINEN, PAPUJA, KASVIKSIA
3337	SALAATTI, PERUNASALAATTI, MAJONEESIKASTIKE
3341	PORKKANA, KEITETTY, SUOLAA
3342	KUKKAKAALI, KEITETTY, SUOLATON
3343	PARSAKAALI, KEITETTY, SUOLATON
3344	RUUSUKAALI, KEITETTY, SUOLATON
3345	SEKAVIHANNES, KEITETTY, SUOLATON
3346	KUKKAKAALI, KEITETTY, SUOLAA
3347	PARSAKAALI, KEITETTY, SUOLAA
3348	SALAATTI, JÄÄVUORISALAATTI, TOMAATTI, KURKKU, RANSKALAINEN KASTIKE
3349	RUUSUKAALI, KEITETTY, SUOLAA
3350	SEKAVIHANNES, KEITETTY, SUOLAA
3351	PUNAJUURI, KEITETTY, SUOLAA
3352	PORKKANA, KEITETTY, SUOLAA JA ÖLJYÄ
3355	JUURESPATEE, PORKKANA, LANTTU, PERUNA
3356	LANTTU, KEITETTY, SUOLAA
3360	SALAATTI, SALAATTIPÖYDÄN ANTIMET, TAVANOMAINEN, KESKIARVO
3365	ATERIASALAATTI, JUUSTOSALAATTI, KOTIJUUSTO, ÖLJYKASTIKE
3368	KORVASIENIKEITTO, KERMA
3700	PAKASTEKASVISSEKOITUS, HERNE-MAISSI-PAPRIKASEKOITUS, KEITETTY
3701	HERNEMUHENNOS, MAITO, TUOREET HERNEET
3703	HERNEMUHENNOS, KUIVATUT HERNEET
3704	PAPUMUHENNOS, MAITO, TUOREET PAVUT
3705	PAPUMUHENNOS, VESI, KUIVATUT PAVUT
3707	PÄHKINÄMUREKE/PYÖRYKKÄ
3708	SALAATTI, KIINANKAALI-KURKKU-TOMAATTI, KOTITEKOINEN RANSKALAINEN KASTIKE
3709	SALAATTI, LEHTISALAATTI-KURKKU-TOMAATTI, KOTITEKOINEN RANSKALAINEN KASTIKE
3710	SOIJAPAPU, KEITETTY, SUOLATON
3711	LINSSIKEITTO
3712	PAPU-KESÄKURPITSAKEITTO
3713	PAPUPATA
3714	SOIJAPIHVI, PAISTETTU
3716	KORVASIENI, KEITETTY, SUOLATON
3717	KASVIS-SIENIPIIRAKKA, JUUSTOKUORRUTE, VOITAIKINAPOHJA
3799	KESÄKURPITSA, TÄYTETTY, KASVIKSIA, HERKKUSIENIÄ
3800	KESÄKURPITSA, TÄYTETTY, JAUHELIHA, PAPRIKA, TOMAATTI
3801	MUNAKOISO, TÄYTETTY, SIENI, PAPRIKA, TOMAATTI
4000	KIISSELI, OMENAKEITTO, TUOREET OMENAT
4001	KIISSELI, OMENAKEITTO, KUIVATUT OMENAT
4002	OMENA-KAURAHIUTALEPAISTOS
4005	KIISSELI, LUUMUKEITTO
4006	KIISSELI, LUUMU-RIISIKEITTO
4007	LUUMUKOHOKAS
4008	KIISSELI, APRIKOOSIKEITTO
4009	KIISSELI, RUUSUNMARJAKEITTO
4010	KIISSELI, APPELSIINIKEITTO
4011	APPELSIINIRIISI
4012	KIISSELI, SEKAHEDELMÄKEITTO
4013	KIISSELI, SEKAHEDELMÄKEITTO, SOKERITON
4014	KIISSELI, RUSINAKEITTO
4015	HEDELMÄSALAATTI, APPELSIINI, BANAANI, OMENA, VIINIRYPÄLE
4016	HEDELMÄSALAATTI, APPELSIINI, BANAANI, OMENA, PERSIKKA
4017	HEDELMÄSALAATTI, SOKERITON, APPELSIINI, BANAANI, OMENA, VIINIRYPÄLE
4018	HEDELMÄHYYTELÖ, HYYTELÖSOKERI
4019	BANAANI, FRITEERATTU, UPPOPAISTETTU
4400	KIISSELI, PUOLUKKAKEITTO
4401	PUOLUKKASURVOS, SOKEROITU
4402	KIISSELI, KARPALOKEITTO
4403	MUSTIKKASURVOS, TUORE, SOKEROITU
4404	KIISSELI, MUSTIKKAKEITTO
4405	KIISSELI, MUSTAHERUKKAKEITTO
4406	KIISSELI, PUNAHERUKKAKEITTO
4407	MANSIKKASURVOS TUORE, SOKEROITU
4408	VADELMASURVOS, TUORE, SOKEROITU
4409	MEHUHYYTELÖ
4410	KIISSELI, MARJAKEITTO
4411	KIISSELI, MARJAKEITTO, SOKERITON
4412	MARJAVAAHTO, MARJAT, KERMA, MUNA
4413	SORBETTI, MARJASORBETTI, KOTITEKOINEN
4415	MARJATALKKUNA
4416	KIISSELI, MARJAKEITTO, FRUKTOOSILLA MAKEUTETTU
4419	SORBETTI, VADELMASORBETTI, KOTITEKOINEN
4420	MARJAHYYTELÖ, MARJAT, HYYTELÖSOKERI
4421	PUOLUKKASURVOS, SOKERITON
5000	SALAATINKASTIKE, RANSKALAINEN, RAVINTOLAKASTIKE, ÖLJY, KELTUAINEN, SOKERI, SUOLA
5001	MAJONEESI, KOTITEKOINEN
5002	TILLIKASTIKE, VALKOVIINIÄ
5003	SALAATINKASTIKE, RANSKALAINEN, KOTITEKOINEN, ÖLJY, MEHU, SOKERI JA SUOLA
5004	SALAATINKASTIKE, SINAPPINEN, ÖLJY, MEHU, ETIKKA
5005	SALAATINKASTIKE, RANSKALAINEN, ÖLJY JA ETIKKA
5006	KYLMÄ KASTIKE, TARTARKASTIKE, MAJONEESIPOHJAINEN
5007	VOILEIPÄPIKKELSSI
5008	MAUSTEKASTIKE, GRILLAUSKASTIKE
5009	BEARNAISEKASTIKE
5010	MAUSTEKASTIKE, ETIKKAINEN, SÄILÖNTÄLIEMI
5900	RUOANVALMISTUSRASVA, KESKIARVO
5901	PULLA- JA PIIRAKKARASVA, VOITA 50 %, MARGARIINIA 50 %
5904	VOITAIKINARASVA
5905	PIKKULEIPÄRASVA, 75 % VOITA, 25 % LEIPOMOTEOLLISUUSMARGARIINIA
5906	LEIPÄRASVA, LEIVONTAAN
5907	(ARC) TEOLLISUUSUPPOPAISTORASVA
5917	YRTTILEVITE, TUOREJUUSTO, MARGARIINI, VALKOSIPULI
6000	KIISSELI, MAITOKIISSELI, KEVYTMAITO, KANANMUNA
6001	KIISSELI, MAITOKIISSELI, KEVYTMAITO, SOKERITON
6002	KIISSELI, SUKLAAKIISSELI, KEVYTMAITO
6003	KIISSELI, SUKLAAKIISSELI, SOKERITON
6004	KIISSELI, MAISSIKIISSELI
6006	KERMAVAAHTO, SOKEROITU, KOTITEKOINEN
6007	KAAKAOJUOMA, SOKEROITU, KEVYTMAITO
6008	KAAKAOJUOMA, SOKERITON, KEVYTMAITO
6009	MARJAMAITO
6010	PIRTELÖ, MARJAPIRTELÖ, KEVYTMAITO, KERMAJÄÄTELÖ
6011	PIRTELÖ, BANAANIPIRTELÖ, KEVYTMAITO, KERMAJÄÄTELÖ
6012	PIRTELÖ, MOKKA-/SUKLAAPIRTELÖ, KEVYTMAITO, KERMAJÄÄTELÖ
6015	RAHKA, MARJARAHKA, KUOHUKERMAA, KOTITEKOINEN
6016	RAHKA, HEDELMÄRAHKA, KUOHUKERMAA, KOTITEKOINEN
6017	PASHA
6018	VANUKAS, VANILJAVANUKAS, KERMAVANUKAS, KOTITEKOINEN
6019	VANUKAS, SUKLAAVANUKAS, KERMAVANUKAS, KOTITEKOINEN
6022	LUUMU-KERMAHYYTELÖ
6023	SITRUUNAVAAHTO, KERMA, MUNA, SITRUUNA, SOKERI, LIIVATE
6024	VANUKAS, SUKLAAVAAHTO
6025	SALAATINKASTIKE, KERMAKASTIKE
6026	JUUSTO, UUNIJUUSTO, RASVAA 3,5 %, TERNIMAIDOSTA
6027	JUUSTOKEITTO, KASVISLIEMI, JUUSTO, VEHNÄJAUHO
6028	JUUSTOKOHOKAS, KEVYTMAITO, VEHNÄJAUHO, MUNA
6037	KYLMÄ KASTIKE, KERMAVIILIKASTIKE
6040	SINIHOMEJUUSTOKASTIKE, RASVA-JAUHOSUURUS
6041	ATERIASALAATTI, JUUSTOSALAATTI, KERMAVIILIKASTIKE
6042	JUUSTOPIIRAKKA, MUROPOHJA, SINIHOMEJUUSTO
6043	KERMAVAAHTO, SOKEROITU, VL
6045	KYLMÄ KASTIKE, KERMAVIILIKASTIKE, SINAPPINEN
6048	KYLMÄ KASTIKE, TSATSIKI, KREIKKALAINEN JOGURTTIKASTIKE
6050	KUORRUTUSKASTIKE, MAITO JA JUUSTO, ESIM. KASVIKSILLE
6051	KAAKAOJUOMA, KYLMÄ, KEVYTMAITO, SOKEROITU
7000	SIANLIHA, KEITETTY, SUOLAA
7001	PEKONI, PAISTETTU
7003	SIANKINKKU, RASVOINEEN, UUNISSA
7005	SIANPOTKA/SORKKA, HAUDUTETTU
7006	SIANPAISTI, TIRRIPAISTI, SIANLAPA, UUNISSA
7007	PORSAANKYLJYS, LEIVITETTY, PAISTETTU
7008	PORSAANKYLJYS, GRILLATTU
7009	LIHAKASTIKE, RUSKEA KASTIKE, SIANKYLKI, EI RASVAA
7010	HERNEKEITTO, KESKIRASVAINEN SIANLIHA
7012	PANNUKAKKU, SILAVAPANNUKAKKU
7013	MINESTRONEKEITTO
7015	JAUHELIHA, SIKA-NAUTA, PAISTETTU
7016	JAUHELIHAKASTIKE, RUSKEA KASTIKE, SIKA-NAUTA, RASVAA
7017	JAUHELIHAKASTIKE, RUSKEA KASTIKE, NAUDANPAISTI, RASVAA
7021	JAUHELIHAKASTIKE, TOMAATTIPYREE, SIKA-NAUTA, SUURUSTETTU
7022	LIHAPULLA, SIKA-NAUTA, PAISTETTU
7023	LIHAPULLA, SIKA-NAUTA, KEITETTY
7024	LIHAPULLA, SIKA-NAUTA, UUNISSA
7025	LIHAPULLA, NAUDANPAISTI, PAISTETTU
7026	LIHAPULLA, HIRVENLIHA, PAISTETTU
7027	LIHAPULLA, PORONLIHA, PAISTETTU
7029	JAUHELIHAPIHVI, SIKA-NAUTA, MUNATON, PAISTETTU
7031	LIHAMUREKE, LUUMUTÄYTE, SIKA-NAUTA
7033	LIHAMUREKE, SEKAVIHANNESTÄYTE, SIKA-NAUTA, KERMA
7034	PORONLIHAMUREKE
7035	JAUHELIHAKEITTO, SIKA-NAUTA
7036	KAALIPATA, JAUHELIHA, SIKA-NAUTA, PERUNA
7037	KAALIPATA, JAUHELIHA, SIKA-NAUTA, RIISI
7038	JAUHELIHA-KASVISPATA, SIKA-NAUTA
7039	JAUHELIHA-MAKARONIMUHENNOS, SIKA-NAUTA
7040	RISOTTO, JAUHELIHA-KASVISRISOTTO, SIKA-NAUTA
7041	PERUNALAATIKKO, JAUHELIHA-PERUNALAATIKKO, SIKA-NAUTA, MAITO
7042	PERUNALAATIKKO, JAUHELIHA-PERUNALAATIKKO, NAUDANPAISTI, MAITO
